LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_JOB_TITLE,LCA_CASE_WAGE_RATE_FROM,CODE,SALARY RANGE
"NETAPP, INC.",SUNNYVALE,94089,BUSINESS SYSTEMS ANALYST,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),105000,D,100001 to 125000
"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,ASSOCIATE MEMBER OF TECHNICAL STAFF,105000,D,100001 to 125000
"NETAPP, INC.",SUNNYVALE,94089,"MEMBER TECHNICAL STAFF, QUALITY ASSURANCE",105000,D,100001 to 125000
UST GLOBAL INC.,ALISO VIEJO,92656,PROJECT MANAGER,105000,D,100001 to 125000
AVERY DENNISON CORPORATION,PASADENA,91103,SR. TECHNICAL SPECIALIST,105000,D,100001 to 125000
"PAYPAL, INC.",SAN JOSE,95131,LEAD RISK ANALYST,105000,D,100001 to 125000
TIBCO SOFTWARE INC.,PALO ALTO,94304,SENIOR CONSULTANT (SOFTWARE ENGINEER),105000,D,100001 to 125000
APPLE INC.,CUPERTINO,95014,NETWORKING SOFTWARE TEST ENGINEER,105000,D,100001 to 125000
"ESURANCE INSURANCE SERVICES, INC.",SAN FRANCISCO,94111,SENIOR SOFTWARE DEVELOPER,105000,D,100001 to 125000
"BROCADE COMMUNICATIONS SYSTEMS, INC.",SAN JOSE,95134,SOFTWARE ENGINEER,105000,D,100001 to 125000
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,95054,SENIOR ANALOG DESIGN ENGINEER,105000,D,100001 to 125000
"WYSE TECHNOLOGY, INC.",SAN JOSE,95134,SENIOR SOFTWARE ENGINEER,105000,D,100001 to 125000
"A BLACK MOUNTAIN ROAD PET CLINIC, INC.",SAN DIEGO,92126,VETERINARIAN,105000,D,100001 to 125000
"CITYGRID MEDIA, LLC",WEST HOLLYWOOD,90069,SOFTWARE ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SENIOR HARDWARE ENGINEER (HARDWARE DEVELOPER 3),105000,D,100001 to 125000
"KPI PARTNERS, INC.",NEWARK,94560,SOFTWARE ENGINEER,105000,D,100001 to 125000
BROADCOM CORPORATION,IRVINE,92617,"ENGINEER, STAFF II - IC DESIGN",105000,D,100001 to 125000
"SUVOLTA, INC.",LOS GATOS,95032,STAFF DESIGN ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"MARVELL SEMICONDUCTOR, INC.",SANTA CLARA,95054,SENIOR ANALOG DESIGN ENGINEER,105000,D,100001 to 125000
"DASWANI ENTERPRISES, INC.",SUNNYVALE,94089,SOFTWARE ENGINEER,105000,D,100001 to 125000
"A BLACK MOUNTAIN ROAD PET CLINIC, INC.",SAN DIEGO,92126,VETERINARIAN,105000,D,100001 to 125000
"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,RUBY ENGINEER,105000,D,100001 to 125000
"MEDIATEK USA, INC.",SAN JOSE,95134,FIELD APPLICATION ENGINEER,105000,D,100001 to 125000
APPLE INC.,CUPERTINO,95014,SW DEVELOP ENG 3,105000,D,100001 to 125000
YAHOO! INC.,SUNNYVALE,94089,"SOFTWARE ENGINEER (TECH YAHOO, SOFTWARE DEV ENGINE",105000,D,100001 to 125000
MINDJET LLC,SAN FRANCISCO,94111,SERVER SOFTWARE ENGINEER,105000,D,100001 to 125000
DELUXE MEDIA CREATIVE SERVICES INC.,HOLLYWOOD,90027,ART DIRECTOR,105000,D,100001 to 125000
SVB FINANCIAL GROUP,SANTA CLARA,95054,TRADE FINANCIAL MANAGER,105000,D,100001 to 125000
"BROCADE COMMUNICATIONS SYSTEMS, INC.",SAN JOSE,95134,DATA ANALYST/MODELER,105000,D,100001 to 125000
"VMWARE, INC.",PALO ALTO,94304,SENIOR MEMBER OF TECHNICAL STAFF,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
APPLE INC.,CUPERTINO,95014,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
ROCKET NINJA INC.,SAN FRANCISCO,94107,GAME ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"SAMSUNG INFORMATION SYSTEMS AMERICA, INC.",SAN JOSE,95134,RESEARCHER,105000,D,100001 to 125000
"KARMASPHERE, INC.",CUPERTINO,95014,PRODUCT MARKETING MANAGER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
ROCKET NINJA INC.,SAN FRANCISCO,94107,GAME ENGINEER,105000,D,100001 to 125000
STARWAVE CORPORATION,BURBANK,91521-0153,SENIOR SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"DEMANDTEC, INC.",SAN MATEO,94403,SENIOR SOFTWARE ENGINEER,105000,D,100001 to 125000
"DITTO TECHNOLOGIES, INC.",MOUNTAIN VIEW,94041,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"BROCADE COMMUNICATIONS SYSTEMS, INC.",SAN JOSE,95134,HARDWARE ENGINEER,105000,D,100001 to 125000
"FORTEX TECHNOLOGIES, INC.",REDWOOD SHORES,94065,QUANTITATIVE ANALYST,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER IN TEST,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
BROADCOM CORPORATION,IRVINE,92617,"ENGINEER, STAFF II - SYSTEMS DESIGN",105000,D,100001 to 125000
"NEST LABS, INC.",PALO ALTO,94304,SOFTWARE ENGINEER,105000,D,100001 to 125000
"GUTHY-RENKER , LLC",SANTA MONICA,90405,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"NETAPP, INC.",SUNNYVALE,94089,BUSINESS SYSTEMS ANALYST,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"PAYPAL, INC.",SAN JOSE,95131,SENIOR RISK ANALYST,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"BARRACUDA NETWORKS, INC.",CAMPBELL,95008,RESEARCH SCIENTIST,105000,D,100001 to 125000
"PAYPAL, INC.",SAN JOSE,95131,SYSTEMS ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (PRINCIPAL CONSULTANT),105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"VMWARE, INC.",PALO ALTO,94304,MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEERING,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 4),105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"TESLA MOTORS, INC.",PALO ALTO,94304,WELDING ENGINEER,105000,D,100001 to 125000
"NETAPP, INC.",SUNNYVALE,94089,"MEMBER TECHNICAL STAFF, QUALITY ASSURANCE",105000,D,100001 to 125000
"MONSTER CABLE PRODUCTS, INC.",BRISBANE,94005,PEOPLESOFT ADMIN/SQL SERVER DBA (DATABASE ADMIN),105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
INFORMATICA CORPORATION,REDWOOD CITY,94063,"SENIOR CONSULTANT, FINANCIAL SERVICES",105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"EQUATOR, LLC",LOS ANGELES,90045,SR. DATABASE DEVELOPER,105000,D,100001 to 125000
"NAEHAS, INC.",PALO ALTO,94303,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"NETAPP, INC.",SUNNYVALE,94089,ESCALATION ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOODSEARCH LLC,SAN FRANCISCO,94102,SR. SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),105000,D,100001 to 125000
"THE RUBICON PROJECT, INC.",LOS ANGELES,90025,SENIOR SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
IRISE,EL SEGUNDO,90245,"SOFTWARE ENGINEER (MANAGER, PROFESSIONAL SERVICES)",105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),105000,D,100001 to 125000
BROWSEREGGS INCORPORATED,MOUNTAIN VIEW,94040,SOFTWARE APPLICATIONS ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,HARDWARE ENGINEER (HARDWARE DEVELOPER 2),105000,D,100001 to 125000
"TESLA MOTORS, INC.",PALO ALTO,94304,WELDING ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (APPLICATIONS DEVELOPER 2),105000,D,100001 to 125000
"EQUATOR, LLC",LOS ANGELES,90045,SR. DATABASE DEVELOPER,105000,D,100001 to 125000
"VMWARE, INC.",PALO ALTO,94304,MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 3),105000,D,100001 to 125000
"NICIRA NETWORKS, INC.",PALO ALTO,94303,SENIOR SOFTWARE ENGINEER,105000,D,100001 to 125000
"INVENSENSE, INC.",SUNNYVALE,94089,SR. APPLICATION SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"A2Z DEVELOPMENT CENTER, INC.",IRVINE,92618,SOFTWARE DEVELOPMENT ENGINEER I,105000,D,100001 to 125000
"DAZ SYSTEMS, INCORPORATED",EL SEGUNDO,90245,"TECHNICAL CONSULTANT, ORACLE APPLICATIONS",105000,D,100001 to 125000
"SPIRENT COMMUNICATIONS, INC.",CALABASAS,91302,PRODUCT MANAGER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
APPLE INC.,CUPERTINO,95014,RF SYSTEMS ENGINEER - IPHONE,105000,D,100001 to 125000
TIBCO SOFTWARE INC.,PALO ALTO,94304,SENIOR SUPPORT ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (APPLICATIONS DEVELOPER 2),105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),105000,D,100001 to 125000
"REAL-TIME INNOVATIONS, INC.",SUNNYVALE,94089,SENIOR SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,"AMTS, SOFTWARE QUALITY ENGINEER",105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),105000,D,100001 to 125000
APPLE INC.,CUPERTINO,95014,SENIOR PANEL PROCESS ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"FIVE 9, INC.",PLEASANTON,94588,SENIOR SOFTWARE ENGINEER,105000,D,100001 to 125000
"EQUATOR, LLC",LOS ANGELES,90045,SR. DATABASE DEVELOPER,105000,D,100001 to 125000
"PALO ALTO NETWORKS, INC.",SANTA CLARA,95054,SOFTWARE ENGINEER - WEB APPLICATIONS,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"HARMONIC, INC.",SAN JOSE,95134,SOFTWARE QA ENGINEER,105000,D,100001 to 125000
"VMWARE, INC.",PALO ALTO,94304,MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEER,105000,D,100001 to 125000
"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,MEMBER OF TECHNICAL STAFF - CHATTER,105000,D,100001 to 125000
"FIVE 9, INC.",SAN RAMON,94583,SENIOR SOFTWARE ENGINEER,105000,D,100001 to 125000
"ACTIVISION PUBLISHING, INC.",SANTA MONICA,90405,"BUSINESS ANALYST, ORACLE SUPPLY CHAIN",105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),105000,D,100001 to 125000
NEC CORPORATION OF AMERICA,SANTA CLARA,95050,DATABASE ENGINEER- SENIOR,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),105000,D,100001 to 125000
"NETAPP, INC.",SUNNYVALE,94089,"MEMBER TECHNICAL STAFF, QUALITY ASSURANCE",105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"SMARTPLAY, INC.",SAN JOSE,95134,SENIOR ASIC DESIGN VERIFICATION ENGINEER,105000,D,100001 to 125000
APPLE INC.,CUPERTINO,95014,SR. SW QA ENGINEER SENSORS,105000,D,100001 to 125000
CHEVRON CORPORATION,SAN RAMON,94583,RESEARCH GEOLOGIST,105000,D,100001 to 125000
"SMARTPLAY, INC.",SAN JOSE,95134,SENIOR ASIC DESIGN VERIFICATION ENGINEER,105000,D,100001 to 125000
APPLE INC.,CUPERTINO,95014,SW DEVELOP ENG 3,105000,D,100001 to 125000
APPLE INC.,CUPERTINO,95014,MECHANICAL SUPPLIER QUALITY MANAGER,105000,D,100001 to 125000
EBAY INC.,SAN JOSE,95125,"SOFTWARE ENGINEER 3, QUALITY",105000,D,100001 to 125000
APPLE INC.,CUPERTINO,95014,LANGUAGE TECHNOLOGIES ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (APPLICATIONS DEVELOPER 2),105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),105000,D,100001 to 125000
"MSPOT, INC",PALO ALTO,94306,SOFTWARE ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (APPLICATIONS ENGINEER),105000,D,100001 to 125000
"FREEBORDERS, INC.",SAN FRANCISCO,94105,LEAD CONSULTANT,105000,D,100001 to 125000
APPLE INC.,CUPERTINO,95014,SW DEVELOP ENG 3,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,HARDWARE ENGINEER (HARDWARE DEVELOPER 2),105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"BOUNDARY, INC.",SAN FRANCISCO,94103,INFRASTRUCTURE ENGINEER,105000,D,100001 to 125000
SANDISK CORPORATION,MILPITAS,95035,SR. MARKET RESEARCH ANALYST,105000,D,100001 to 125000
LINEAR TECHNOLOGY CORPORATION,MILPITAS,95035,SENIOR NETWORKING DESIGN ENGINEER,105000,D,100001 to 125000
"A2Z DEVELOPMENT CENTER, INC.",IRVINE,92618,SOFTWARE DEVELOPMENT ENGINEER II,105000,D,100001 to 125000
"CRESCENDO BIOSCIENCE, INC.",SOUTH SAN FRANCISCO,94080,STATISTICIAN,105000,D,100001 to 125000
"HITACHI GLOBAL STORAGE TECHNOLOGIES, INC.",SAN JOSE,95135,DEVELOPMENT ENGINEER II,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (APPLICATIONS DEVELOPER 2),105000,D,100001 to 125000
"IWATT, INC.",CAMPBELL,95008,SENIOR DESIGN ENGINEER,105000,D,100001 to 125000
"KPI PARTNERS, INC.",NEWARK,94560,COMPUTER SYSTEMS ANALYST,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,ELECTRONICS ENGINEER (HARDWARE DEVELOPER 2),105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"FACEBOOK, INC.",MENLO PARK,94025,USER INTERFACE ENGINEER,105000,D,100001 to 125000
APPLE INC.,CUPERTINO,95014,FIELD DESIGN ENGINEER,105000,D,100001 to 125000
"MODEL N, INC.",REDWOOD SHORES,94065,SENIOR APPLICATIONS SUPPORT CONSULTANT,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (APPLICATIONS DEVELOPER 3),105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"QUORA, INC.",PALO ALTO,94301,DATA ANALYST,105000,D,100001 to 125000
TAVANT TECHNOLOGIES INC,SANTA CLARA,95054,SALES MANAGER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (USER EXPERIENCE DEVELOPER 2),105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"SIGRITY, INC.",CAMPBELL,95008,SENIOR APPLICATION ENGINEER,105000,D,100001 to 125000
BLUE COAT SYSTEMS INC.,SUNNYVALE,94085,STAFF SOFTWARE DEVELOPMENT ENGINEER,105000,D,100001 to 125000
"SAMSUNG INFORMATION SYSTEMS AMERICA, INC.",SAN JOSE,95134,SENIOR ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,ELECTRONICS ENGINEER (HARDWARE DEVELOPER 2),105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (APPLICATIONS DEVELOPER 2),105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
BROADCOM CORPORATION,IRVINE,92617,"ENGINEER, STAFF II - IC DESIGN",105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,ELECTRONICS ENGINEER (HARDWARE DEVELOPER 2),105000,D,100001 to 125000
"KUSHA, INC.",IRVINE,92614,MARKET RESEARCH ANALYTS,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (MEMBER OF TECHNICAL STAFF),105000,D,100001 to 125000
"VMWARE, INC.",PALO ALTO,94304,MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEER,105000,D,100001 to 125000
"NXP SEMICONDUCTORS USA, INC.",SAN JOSE,95134-1924,FIELD QUALITY ENGINEER,105000,D,100001 to 125000
APPLE INC.,CUPERTINO,95014,KERNEL ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"NUTANIX, INC.",SAN JOSE,95110,"MEMBER OF TECHNICAL STAFF, QUALITY AUTOMATION",105000,D,100001 to 125000
EBAY INC.,SAN JOSE,95125,"SOFTWARE ENGINEER 3, QUALITY",105000,D,100001 to 125000
"VANTAGE ONCOLOGY, LLC",MANHATTAN BEACH,90266,MEDICAL PHYSICIST I,105000,D,100001 to 125000
"VANTAGE ONCOLOGY, LLC",MANHATTAN BEACH,90266,MEDICAL PHYSICIST I,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
GOOGLE INC.,MOUNTAIN VIEW,94043,SOFTWARE ENGINEER,105000,D,100001 to 125000
"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,ASSOCIATE RELEASE ENGINEER,105000,D,100001 to 125000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,COMPUTER HARDWARE ENGINEER (HARDWARE DEVELOPER 2),105000,D,100001 to 125000
"A2Z DEVELOPMENT CENTER, INC.",IRVINE,92618,SOFTWARE DEVELOPMENT ENGINEER II,105000,D,100001 to 125000
"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,"AMTS, PERFORMANCE ENGINEERING (CHATTER)",105000,D,100001 to 125000
"STORM8, INC.",REDWOOD CITY,94065,SOFTWARE ENGINEER,105000,D,100001 to 125000
"NUTANIX, INC.",SAN JOSE,95110,MEMBER OF TECHNICAL STAFF,105000,D,100001 to 125000
AVENUE CODE LLC,SAN FRANCISCO,94104,SR. QUALITY ASSURANCE ENGINEER,105000,D,100001 to 125000
CYTRX CORPORATION,LOS ANGELES,90049,CONTROLLER,105000,D,100001 to 125000
"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,"AMTS, SOFTWARE DEVELOPMENT ENGINEER",105000,D,100001 to 125000
